order_id,customer_id,order_date,order_status,origin_city,destination_city
ORD00084938,CUST00028,2024-12-25,Completed,Las Vegas,New York
ORD00084945,CUST00004,2024-12-26,Completed,Kansas City,Los Angeles
ORD00084957,CUST00098,2024-12-26,Completed,Seattle,Houston
ORD00084960,CUST00183,2024-12-26,Completed,Detroit,Houston
ORD00084964,CUST00177,2024-12-26,Completed,Charlotte,Denver
ORD00084970,CUST00100,2024-12-26,Completed,Houston,Seattle
ORD00084985,CUST00007,2024-12-26,Completed,Portland,Detroit
ORD00084986,CUST00126,2024-12-26,Completed,Philadelphia,Seattle
ORD00084987,CUST00010,2024-12-26,Completed,Chicago,Los Angeles
ORD00084991,CUST00126,2024-12-26,Completed,Miami,Philadelphia
ORD00084992,CUST00172,2024-12-26,Completed,Portland,Seattle
ORD00085001,CUST00109,2024-12-26,Completed,Portland,Columbus
ORD00085010,CUST00010,2024-12-26,Completed,Miami,Philadelphia
ORD00085013,CUST00165,2024-12-26,Completed,Kansas City,Indianapolis
ORD00085028,CUST00111,2024-12-27,Completed,Miami,Seattle
ORD00085032,CUST00069,2024-12-27,Completed,Kansas City,Los Angeles
ORD00085040,CUST00172,2024-12-27,Completed,Columbus,Minneapolis
ORD00085046,CUST00095,2024-12-27,Completed,Philadelphia,Seattle
ORD00085047,CUST00183,2024-12-27,Completed,Phoenix,Kansas City
ORD00085050,CUST00116,2024-12-27,Completed,Phoenix,Kansas City
ORD00085055,CUST00172,2024-12-27,Completed,Chicago,Las Vegas
ORD00085058,CUST00158,2024-12-27,Completed,Seattle,Charlotte
ORD00085061,CUST00177,2024-12-27,Completed,Minneapolis,Atlanta
ORD00085071,CUST00098,2024-12-27,Completed,Miami,Denver
ORD00085075,CUST00116,2024-12-27,Completed,Houston,Detroit
ORD00085078,CUST00177,2024-12-27,Completed,Seattle,Charlotte
ORD00085080,CUST00165,2024-12-27,Completed,Columbus,Portland
ORD00085086,CUST00100,2024-12-27,Completed,Philadelphia,Minneapolis
ORD00085089,CUST00065,2024-12-27,Completed,Kansas City,Indianapolis
ORD00085092,CUST00035,2024-12-28,Completed,Kansas City,Indianapolis
ORD00085093,CUST00177,2024-12-28,Completed,Phoenix,Denver
ORD00085108,CUST00172,2024-12-28,Completed,Denver,Kansas City
ORD00085109,CUST00052,2024-12-28,Completed,New York,Columbus
ORD00085111,CUST00004,2024-12-28,Completed,Columbus,Kansas City
ORD00085112,CUST00035,2024-12-28,Completed,Dallas,Denver
ORD00085122,CUST00126,2024-12-28,Completed,Philadelphia,Seattle
ORD00085124,CUST00007,2024-12-28,Completed,Houston,Seattle
ORD00085140,CUST00095,2024-12-28,Completed,Portland,Columbus
ORD00085149,CUST00122,2024-12-28,Completed,Chicago,Las Vegas
ORD00085159,CUST00179,2024-12-28,Completed,Houston,Portland
ORD00085175,CUST00015,2024-12-29,Completed,Chicago,Las Vegas
ORD00085176,CUST00095,2024-12-29,Completed,Houston,Seattle
ORD00085185,CUST00111,2024-12-29,Completed,Philadelphia,Minneapolis
ORD00085186,CUST00035,2024-12-29,Completed,Memphis,Los Angeles
ORD00085187,CUST00095,2024-12-29,Completed,Atlanta,Chicago
ORD00085188,CUST00186,2024-12-29,Completed,Houston,Seattle
ORD00085202,CUST00177,2024-12-29,Completed,Seattle,Charlotte
ORD00085206,CUST00180,2024-12-29,Completed,Minneapolis,Houston
ORD00085211,CUST00016,2024-12-29,Completed,Miami,Seattle
ORD00085231,CUST00114,2024-12-29,Completed,Chicago,Los Angeles
ORD00085232,CUST00028,2024-12-29,Completed,Chicago,Las Vegas
ORD00085233,CUST00165,2024-12-29,Completed,Kansas City,Charlotte
ORD00085239,CUST00191,2024-12-29,Completed,Chicago,Charlotte
ORD00085241,CUST00191,2024-12-29,Completed,Seattle,Charlotte
ORD00085244,CUST00040,2024-12-29,Completed,Miami,Dallas
ORD00085249,CUST00191,2024-12-30,Completed,Minneapolis,Los Angeles
ORD00085251,CUST00108,2024-12-30,Completed,New York,Philadelphia
ORD00085263,CUST00069,2024-12-30,Completed,Charlotte,Memphis
ORD00085266,CUST00184,2024-12-30,Completed,Philadelphia,New York
ORD00085267,CUST00165,2024-12-30,Completed,Columbus,Minneapolis
ORD00085270,CUST00007,2024-12-30,Completed,Kansas City,Charlotte
ORD00085273,CUST00116,2024-12-30,Completed,Miami,Denver
ORD00085274,CUST00122,2024-12-30,Completed,Las Vegas,Kansas City
ORD00085275,CUST00153,2024-12-30,Completed,Phoenix,Denver
ORD00085277,CUST00122,2024-12-30,Completed,Portland,Seattle
ORD00085282,CUST00095,2024-12-30,Completed,Phoenix,Denver
ORD00085283,CUST00004,2024-12-30,Completed,Columbus,Los Angeles
ORD00085291,CUST00186,2024-12-30,Completed,Las Vegas,Kansas City
ORD00085293,CUST00069,2024-12-30,Completed,Denver,Kansas City
ORD00085295,CUST00016,2024-12-30,Completed,Detroit,Houston
ORD00085296,CUST00154,2024-12-30,Completed,Kansas City,Charlotte
ORD00085308,CUST00049,2024-12-30,Completed,Las Vegas,Kansas City
ORD00085309,CUST00016,2024-12-30,Completed,Philadelphia,New York
ORD00085323,CUST00035,2024-12-30,Completed,Kansas City,Charlotte
ORD00085338,CUST00010,2024-12-31,Completed,Minneapolis,Houston
ORD00085343,CUST00179,2024-12-31,Completed,Atlanta,Miami
ORD00085350,CUST00004,2024-12-31,Completed,Kansas City,Indianapolis
ORD00085353,CUST00015,2024-12-31,Completed,Charlotte,Memphis
ORD00085358,CUST00006,2024-12-31,Completed,Dallas,Indianapolis
ORD00085370,CUST00040,2024-12-31,Completed,Charlotte,Memphis
ORD00085373,CUST00065,2024-12-31,Completed,Miami,Seattle
ORD00085386,CUST00040,2024-12-31,Completed,Portland,Seattle
ORD00085394,CUST00008,2024-12-31,Completed,Las Vegas,Kansas City
ORD00085399,CUST00065,2024-12-31,Completed,Houston,Memphis
ORD00085406,CUST00016,2024-12-31,Completed,Minneapolis,Atlanta
ORD00085407,CUST00179,2024-12-31,Completed,Dallas,Denver
